,market,month,year,quantity,priceMin,priceMax,priceMod,state,city,date
1419,BIJAPUR(KNT),March,2007,2300,167,783,483,KNT,BIJAPUR,March-2007
1420,BIJAPUR(KNT),March,2008,1966,100,350,200,KNT,BIJAPUR,March-2008
1421,BIJAPUR(KNT),March,2009,600,100,600,300,KNT,BIJAPUR,March-2009
1422,BIJAPUR(KNT),March,2010,7518,100,700,417,KNT,BIJAPUR,March-2010
1423,BIJAPUR(KNT),March,2011,1950,100,613,350,KNT,BIJAPUR,March-2011
1424,BIJAPUR(KNT),March,2012,9800,100,422,222,KNT,BIJAPUR,March-2012
1425,BIJAPUR(KNT),March,2013,2321,288,1250,769,KNT,BIJAPUR,March-2013
1426,BIJAPUR(KNT),March,2014,1924,175,763,450,KNT,BIJAPUR,March-2014
1427,BIJAPUR(KNT),March,2015,3715,771,1729,1200,KNT,BIJAPUR,March-2015
1428,BIJAPUR(KNT),April,2005,1508,75,325,200,KNT,BIJAPUR,April-2005
1429,BIJAPUR(KNT),April,2006,3075,144,244,199,KNT,BIJAPUR,April-2006
1430,BIJAPUR(KNT),April,2007,4000,100,600,283,KNT,BIJAPUR,April-2007
1431,BIJAPUR(KNT),April,2008,2900,75,275,175,KNT,BIJAPUR,April-2008
1432,BIJAPUR(KNT),April,2009,3050,125,523,310,KNT,BIJAPUR,April-2009
1433,BIJAPUR(KNT),April,2010,10757,100,533,311,KNT,BIJAPUR,April-2010
1434,BIJAPUR(KNT),April,2011,1650,100,560,300,KNT,BIJAPUR,April-2011
1435,BIJAPUR(KNT),April,2012,5400,100,469,256,KNT,BIJAPUR,April-2012
1436,BIJAPUR(KNT),April,2013,3702,207,979,629,KNT,BIJAPUR,April-2013
1437,BIJAPUR(KNT),April,2014,2050,167,467,333,KNT,BIJAPUR,April-2014
1438,BIJAPUR(KNT),April,2015,6284,675,1563,1094,KNT,BIJAPUR,April-2015
1439,BIJAPUR(KNT),May,2006,3800,46,250,193,KNT,BIJAPUR,May-2006
1440,BIJAPUR(KNT),May,2007,2100,100,600,300,KNT,BIJAPUR,May-2007
1441,BIJAPUR(KNT),May,2008,12000,50,290,165,KNT,BIJAPUR,May-2008
1442,BIJAPUR(KNT),May,2009,3700,100,500,300,KNT,BIJAPUR,May-2009
1443,BIJAPUR(KNT),May,2010,13900,86,493,271,KNT,BIJAPUR,May-2010
1444,BIJAPUR(KNT),May,2011,16400,100,531,300,KNT,BIJAPUR,May-2011
1445,BIJAPUR(KNT),May,2012,5650,100,514,257,KNT,BIJAPUR,May-2012
1446,BIJAPUR(KNT),May,2013,6282,250,1000,633,KNT,BIJAPUR,May-2013
1447,BIJAPUR(KNT),May,2014,13250,207,1043,586,KNT,BIJAPUR,May-2014
1448,BIJAPUR(KNT),May,2015,4832,817,1633,1183,KNT,BIJAPUR,May-2015
1449,BIJAPUR(KNT),June,2005,6761,80,413,242,KNT,BIJAPUR,June-2005
1450,BIJAPUR(KNT),June,2006,7316,75,303,213,KNT,BIJAPUR,June-2006
1451,BIJAPUR(KNT),June,2007,2571,100,920,490,KNT,BIJAPUR,June-2007
1452,BIJAPUR(KNT),June,2008,13300,88,444,219,KNT,BIJAPUR,June-2008
1453,BIJAPUR(KNT),June,2009,3620,125,813,400,KNT,BIJAPUR,June-2009
1454,BIJAPUR(KNT),June,2010,19300,113,594,381,KNT,BIJAPUR,June-2010
1455,BIJAPUR(KNT),June,2011,18400,100,783,406,KNT,BIJAPUR,June-2011
1456,BIJAPUR(KNT),June,2012,5950,87,743,407,KNT,BIJAPUR,June-2012
1457,BIJAPUR(KNT),June,2013,3387,400,1688,981,KNT,BIJAPUR,June-2013
1458,BIJAPUR(KNT),June,2014,9900,486,1886,1150,KNT,BIJAPUR,June-2014
1459,BIJAPUR(KNT),June,2015,4035,638,1575,1050,KNT,BIJAPUR,June-2015
1460,BIJAPUR(KNT),July,2005,475,100,475,225,KNT,BIJAPUR,July-2005
1461,BIJAPUR(KNT),July,2006,8291,100,374,220,KNT,BIJAPUR,July-2006
1462,BIJAPUR(KNT),July,2007,410,100,1000,500,KNT,BIJAPUR,July-2007
1463,BIJAPUR(KNT),July,2008,9600,113,714,366,KNT,BIJAPUR,July-2008
1464,BIJAPUR(KNT),July,2009,181,200,763,450,KNT,BIJAPUR,July-2009
1465,BIJAPUR(KNT),July,2010,13500,100,738,413,KNT,BIJAPUR,July-2010
1466,BIJAPUR(KNT),July,2011,8982,117,908,475,KNT,BIJAPUR,July-2011
1467,BIJAPUR(KNT),July,2012,7100,200,789,478,KNT,BIJAPUR,July-2012
1468,BIJAPUR(KNT),July,2013,1404,822,2400,1522,KNT,BIJAPUR,July-2013
1469,BIJAPUR(KNT),July,2014,7550,429,2271,1471,KNT,BIJAPUR,July-2014
1470,BIJAPUR(KNT),July,2015,1311,867,2050,1433,KNT,BIJAPUR,July-2015
1471,BIJAPUR(KNT),August,2005,120,250,850,450,KNT,BIJAPUR,August-2005
1472,BIJAPUR(KNT),August,2008,600,800,1000,900,KNT,BIJAPUR,August-2008
1473,BIJAPUR(KNT),August,2010,11000,119,925,489,KNT,BIJAPUR,August-2010
1474,BIJAPUR(KNT),August,2011,9700,111,1111,594,KNT,BIJAPUR,August-2011
1475,BIJAPUR(KNT),August,2012,6800,206,806,519,KNT,BIJAPUR,August-2012
1476,BIJAPUR(KNT),August,2013,725,1514,3814,2743,KNT,BIJAPUR,August-2013
1477,BIJAPUR(KNT),August,2014,5770,475,2075,1381,KNT,BIJAPUR,August-2014
1478,BIJAPUR(KNT),August,2015,2151,1075,3883,2683,KNT,BIJAPUR,August-2015
1479,BIJAPUR(KNT),September,2005,710,313,975,613,KNT,BIJAPUR,September-2005
1480,BIJAPUR(KNT),September,2006,1722,100,400,250,KNT,BIJAPUR,September-2006
1481,BIJAPUR(KNT),September,2007,3430,167,1145,640,KNT,BIJAPUR,September-2007
1482,BIJAPUR(KNT),September,2008,6250,100,692,367,KNT,BIJAPUR,September-2008
1483,BIJAPUR(KNT),September,2010,6190,157,1257,600,KNT,BIJAPUR,September-2010
1484,BIJAPUR(KNT),September,2011,6250,100,1267,642,KNT,BIJAPUR,September-2011
1485,BIJAPUR(KNT),September,2012,8150,194,744,475,KNT,BIJAPUR,September-2012
1486,BIJAPUR(KNT),September,2013,2036,1044,3800,2422,KNT,BIJAPUR,September-2013
1487,BIJAPUR(KNT),September,2014,6475,489,1833,1256,KNT,BIJAPUR,September-2014
1488,BIJAPUR(KNT),September,2015,610,2575,4200,3550,KNT,BIJAPUR,September-2015
1489,BIJAPUR(KNT),October,2005,250,300,1100,500,KNT,BIJAPUR,October-2005
1490,BIJAPUR(KNT),October,2006,5211,100,358,217,KNT,BIJAPUR,October-2006
1491,BIJAPUR(KNT),October,2007,9420,125,1380,625,KNT,BIJAPUR,October-2007
1492,BIJAPUR(KNT),October,2008,2450,100,705,350,KNT,BIJAPUR,October-2008
1493,BIJAPUR(KNT),October,2009,5600,125,1063,525,KNT,BIJAPUR,October-2009
1494,BIJAPUR(KNT),October,2010,6870,100,1543,729,KNT,BIJAPUR,October-2010
1495,BIJAPUR(KNT),October,2011,11600,100,925,500,KNT,BIJAPUR,October-2011
1496,BIJAPUR(KNT),October,2012,6430,228,856,561,KNT,BIJAPUR,October-2012
1497,BIJAPUR(KNT),October,2013,3328,671,3643,2257,KNT,BIJAPUR,October-2013
1498,BIJAPUR(KNT),October,2014,8500,243,1589,1009,KNT,BIJAPUR,October-2014
1499,BIJAPUR(KNT),October,2015,3143,1650,2750,2163,KNT,BIJAPUR,October-2015
1500,BIJAPUR(KNT),November,2005,3400,433,1167,900,KNT,BIJAPUR,November-2005
1501,BIJAPUR(KNT),November,2006,11175,100,586,300,KNT,BIJAPUR,November-2006
1502,BIJAPUR(KNT),November,2007,8800,113,800,400,KNT,BIJAPUR,November-2007
1503,BIJAPUR(KNT),November,2008,3170,100,1167,567,KNT,BIJAPUR,November-2008
1504,BIJAPUR(KNT),November,2009,10900,186,1714,843,KNT,BIJAPUR,November-2009
1505,BIJAPUR(KNT),November,2010,12500,157,1800,900,KNT,BIJAPUR,November-2010
1506,BIJAPUR(KNT),November,2011,10400,108,900,492,KNT,BIJAPUR,November-2011
1507,BIJAPUR(KNT),November,2012,3111,400,1444,875,KNT,BIJAPUR,November-2012
1508,BIJAPUR(KNT),November,2013,4145,388,3350,1875,KNT,BIJAPUR,November-2013
1509,BIJAPUR(KNT),November,2014,10600,550,1425,1088,KNT,BIJAPUR,November-2014
1510,BIJAPUR(KNT),November,2015,2413,1075,2713,1869,KNT,BIJAPUR,November-2015
1511,BIJAPUR(KNT),December,2005,800,200,600,400,KNT,BIJAPUR,December-2005
1512,BIJAPUR(KNT),December,2006,6945,120,860,440,KNT,BIJAPUR,December-2006
1513,BIJAPUR(KNT),December,2007,16800,100,700,383,KNT,BIJAPUR,December-2007
1514,BIJAPUR(KNT),December,2008,2240,133,1233,633,KNT,BIJAPUR,December-2008
1515,BIJAPUR(KNT),December,2009,16300,229,2457,1114,KNT,BIJAPUR,December-2009
1516,BIJAPUR(KNT),December,2010,11000,783,4200,2250,KNT,BIJAPUR,December-2010
1517,BIJAPUR(KNT),December,2011,15000,100,844,438,KNT,BIJAPUR,December-2011
1518,BIJAPUR(KNT),December,2012,7247,400,1556,978,KNT,BIJAPUR,December-2012
1519,BIJAPUR(KNT),December,2013,8596,222,1678,983,KNT,BIJAPUR,December-2013
1520,BIJAPUR(KNT),December,2014,9991,700,1333,1017,KNT,BIJAPUR,December-2014
1521,BIJAPUR(KNT),December,2015,2754,650,2067,1317,KNT,BIJAPUR,December-2015
1522,BIKANER(RAJ),March,2015,1918,1300,1700,1500,RAJ,BIKANER,March-2015
1523,BIKANER(RAJ),May,2015,1457,600,1000,800,RAJ,BIKANER,May-2015
1524,BIKANER(RAJ),June,2015,6713,1086,1343,1214,RAJ,BIKANER,June-2015
1525,BIKANER(RAJ),July,2015,1004,1900,2400,2150,RAJ,BIKANER,July-2015
1526,BIKANER(RAJ),August,2015,2695,2843,3300,3071,RAJ,BIKANER,August-2015
1527,BIKANER(RAJ),September,2015,1737,3650,4083,3833,RAJ,BIKANER,September-2015
1528,BIKANER(RAJ),October,2015,2625,2300,2757,2486,RAJ,BIKANER,October-2015
1529,BIKANER(RAJ),November,2015,3459,1413,2125,1850,RAJ,BIKANER,November-2015
1530,BIKANER(RAJ),December,2015,750,1000,1200,1100,RAJ,BIKANER,December-2015
1531,BOMBORI(MS),January,2002,21300,41,318,261,MS,BOMBORI,January-2002
1532,BOMBORI(MS),January,2004,1065,225,820,522,MS,BOMBORI,January-2004
1533,BOMBORI(MS),February,2003,911,40,221,130,MS,BOMBORI,February-2003
1534,BOMBORI(MS),February,2015,1320,300,1700,1000,MS,BOMBORI,February-2015
1535,BOMBORI(MS),March,2002,18350,36,223,146,MS,BOMBORI,March-2002
1536,BOMBORI(MS),March,2003,10328,48,263,155,MS,BOMBORI,March-2003
1537,BOMBORI(MS),April,2002,5346,43,173,131,MS,BOMBORI,April-2002
1538,BOMBORI(MS),April,2003,6690,60,321,212,MS,BOMBORI,April-2003
1539,BOMBORI(MS),April,2004,80,100,300,200,MS,BOMBORI,April-2004
1540,BOMBORI(MS),May,2002,6450,43,195,144,MS,BOMBORI,May-2002
1541,BOMBORI(MS),May,2003,11137,41,361,200,MS,BOMBORI,May-2003
1542,BOMBORI(MS),June,2002,8850,84,309,254,MS,BOMBORI,June-2002
1543,BOMBORI(MS),June,2003,14452,85,546,315,MS,BOMBORI,June-2003
1544,BOMBORI(MS),July,2002,7500,83,413,313,MS,BOMBORI,July-2002
1545,BOMBORI(MS),July,2003,12072,119,529,324,MS,BOMBORI,July-2003
1546,BOMBORI(MS),July,2004,390,148,451,303,MS,BOMBORI,July-2004
1547,BOMBORI(MS),August,2002,4500,100,482,407,MS,BOMBORI,August-2002
1548,BOMBORI(MS),August,2003,9109,85,542,302,MS,BOMBORI,August-2003
1549,BOMBORI(MS),August,2004,1099,75,456,265,MS,BOMBORI,August-2004
1550,BOMBORI(MS),August,2015,478,2000,6000,4300,MS,BOMBORI,August-2015
1551,BOMBORI(MS),September,2002,5065,58,494,405,MS,BOMBORI,September-2002
1552,BOMBORI(MS),September,2003,3290,99,586,340,MS,BOMBORI,September-2003
1553,BOMBORI(MS),September,2004,191,50,441,245,MS,BOMBORI,September-2004
1554,BOMBORI(MS),September,2015,1690,1750,5250,4250,MS,BOMBORI,September-2015
1555,BOMBORI(MS),October,2002,1770,125,629,402,MS,BOMBORI,October-2002
1556,BOMBORI(MS),October,2003,875,219,783,504,MS,BOMBORI,October-2003
1557,BOMBORI(MS),November,2002,2787,100,583,333,MS,BOMBORI,November-2002
1558,BOMBORI(MS),November,2003,509,131,663,397,MS,BOMBORI,November-2003
1559,BOMBORI(MS),December,2003,1269,178,689,434,MS,BOMBORI,December-2003
1560,BURDWAN(WB),January,2015,3780,2030,2180,2130,WB,BURDWAN,January-2015
1561,BURDWAN(WB),January,2016,3880,1689,1789,1739,WB,BURDWAN,January-2016
1562,BURDWAN(WB),February,2015,3870,2091,2241,2191,WB,BURDWAN,February-2015
1563,BURDWAN(WB),February,2016,4945,1365,1467,1416,WB,BURDWAN,February-2016
1564,BURDWAN(WB),March,2015,6960,1285,1431,1376,WB,BURDWAN,March-2015
1565,BURDWAN(WB),April,2015,6640,1277,1427,1377,WB,BURDWAN,April-2015
1566,BURDWAN(WB),May,2015,4740,1504,1652,1604,WB,BURDWAN,May-2015
1567,BURDWAN(WB),June,2015,6020,1922,2068,2018,WB,BURDWAN,June-2015
1568,BURDWAN(WB),July,2015,5080,2160,2300,2253,WB,BURDWAN,July-2015
1569,BURDWAN(WB),August,2015,4730,3688,3849,3799,WB,BURDWAN,August-2015
1570,BURDWAN(WB),September,2015,5330,4567,4951,4778,WB,BURDWAN,September-2015
1571,BURDWAN(WB),October,2015,4270,3785,4183,3981,WB,BURDWAN,October-2015
1572,BURDWAN(WB),November,2014,1070,2133,2283,2233,WB,BURDWAN,November-2014
1573,BURDWAN(WB),November,2015,5490,2791,3125,2958,WB,BURDWAN,November-2015
1574,BURDWAN(WB),December,2014,4550,2108,2258,2208,WB,BURDWAN,December-2014
1575,BURDWAN(WB),December,2015,4740,1838,2065,1965,WB,BURDWAN,December-2015
1576,CHAKAN(MS),January,1998,4615,333,1633,975,MS,CHAKAN,January-1998
1577,CHAKAN(MS),January,1999,8900,157,681,479,MS,CHAKAN,January-1999
1578,CHAKAN(MS),January,2000,14935,103,295,236,MS,CHAKAN,January-2000
1579,CHAKAN(MS),January,2001,76267,239,562,441,MS,CHAKAN,January-2001
1580,CHAKAN(MS),January,2002,5551,189,370,285,MS,CHAKAN,January-2002
1581,CHAKAN(MS),January,2003,14010,143,288,232,MS,CHAKAN,January-2003
1582,CHAKAN(MS),January,2004,10000,500,850,650,MS,CHAKAN,January-2004
1583,CHAKAN(MS),January,2006,740,300,700,500,MS,CHAKAN,January-2006
1584,CHAKAN(MS),January,2007,69281,397,1073,802,MS,CHAKAN,January-2007
1585,CHAKAN(MS),January,2008,60642,245,504,354,MS,CHAKAN,January-2008
1586,CHAKAN(MS),January,2010,52140,531,1756,1319,MS,CHAKAN,January-2010
1587,CHAKAN(MS),January,2011,7437,1000,4175,2925,MS,CHAKAN,January-2011
1588,CHAKAN(MS),January,2012,22290,275,530,370,MS,CHAKAN,January-2012
1589,CHAKAN(MS),January,2016,41125,940,1680,1350,MS,CHAKAN,January-2016
1590,CHAKAN(MS),February,1998,26300,175,1142,775,MS,CHAKAN,February-1998
1591,CHAKAN(MS),February,1999,50400,200,361,287,MS,CHAKAN,February-1999
1592,CHAKAN(MS),February,2000,21524,98,266,203,MS,CHAKAN,February-2000
1593,CHAKAN(MS),February,2001,179955,276,393,347,MS,CHAKAN,February-2001
1594,CHAKAN(MS),February,2002,82100,133,265,214,MS,CHAKAN,February-2002
1595,CHAKAN(MS),February,2003,53420,134,240,193,MS,CHAKAN,February-2003
1596,CHAKAN(MS),February,2005,15000,150,325,275,MS,CHAKAN,February-2005
1597,CHAKAN(MS),February,2007,280490,714,1064,907,MS,CHAKAN,February-2007
1598,CHAKAN(MS),February,2008,55000,200,363,275,MS,CHAKAN,February-2008
1599,CHAKAN(MS),February,2010,92500,558,1275,983,MS,CHAKAN,February-2010
1600,CHAKAN(MS),February,2013,2500,1550,1750,1600,MS,CHAKAN,February-2013
1601,CHAKAN(MS),February,2016,39166,533,1300,917,MS,CHAKAN,February-2016
1602,CHAKAN(MS),March,1998,130900,184,419,331,MS,CHAKAN,March-1998
1603,CHAKAN(MS),March,1999,32250,188,338,278,MS,CHAKAN,March-1999
1604,CHAKAN(MS),March,2000,84600,127,257,213,MS,CHAKAN,March-2000
1605,CHAKAN(MS),March,2001,87460,256,352,311,MS,CHAKAN,March-2001
1606,CHAKAN(MS),March,2002,78950,126,211,178,MS,CHAKAN,March-2002
1607,CHAKAN(MS),March,2003,115250,158,271,229,MS,CHAKAN,March-2003
1608,CHAKAN(MS),March,2004,4685,250,551,410,MS,CHAKAN,March-2004
1609,CHAKAN(MS),March,2006,87625,182,258,227,MS,CHAKAN,March-2006
1610,CHAKAN(MS),March,2007,100900,475,707,622,MS,CHAKAN,March-2007
1611,CHAKAN(MS),March,2010,90100,500,786,646,MS,CHAKAN,March-2010
1612,CHAKAN(MS),March,2011,37392,394,588,538,MS,CHAKAN,March-2011
1613,CHAKAN(MS),March,2012,44800,300,511,420,MS,CHAKAN,March-2012
1614,CHAKAN(MS),April,1998,36750,199,281,253,MS,CHAKAN,April-1998
1615,CHAKAN(MS),April,1999,33250,243,440,376,MS,CHAKAN,April-1999
1616,CHAKAN(MS),April,2000,28500,134,244,192,MS,CHAKAN,April-2000
1617,CHAKAN(MS),April,2001,2730,160,290,253,MS,CHAKAN,April-2001
1618,CHAKAN(MS),April,2002,23100,104,191,165,MS,CHAKAN,April-2002
1619,CHAKAN(MS),April,2003,36724,161,358,274,MS,CHAKAN,April-2003
1620,CHAKAN(MS),April,2004,2200,207,395,287,MS,CHAKAN,April-2004
1621,CHAKAN(MS),April,2005,1000,150,335,270,MS,CHAKAN,April-2005
1622,CHAKAN(MS),April,2006,35715,142,280,227,MS,CHAKAN,April-2006
1623,CHAKAN(MS),April,2007,14749,373,582,491,MS,CHAKAN,April-2007
1624,CHAKAN(MS),April,2010,20221,313,588,463,MS,CHAKAN,April-2010
1625,CHAKAN(MS),April,2011,45813,354,623,522,MS,CHAKAN,April-2011
1626,CHAKAN(MS),April,2012,13800,326,551,451,MS,CHAKAN,April-2012
1627,CHAKAN(MS),May,1998,19785,208,382,337,MS,CHAKAN,May-1998
1628,CHAKAN(MS),May,1999,28527,200,586,434,MS,CHAKAN,May-1999
1629,CHAKAN(MS),May,2000,7130,91,234,168,MS,CHAKAN,May-2000
1630,CHAKAN(MS),May,2001,6700,153,275,237,MS,CHAKAN,May-2001
1631,CHAKAN(MS),May,2002,15374,90,209,159,MS,CHAKAN,May-2002
1632,CHAKAN(MS),May,2003,9715,231,384,314,MS,CHAKAN,May-2003
1633,CHAKAN(MS),May,2004,1209,200,402,333,MS,CHAKAN,May-2004
1634,CHAKAN(MS),May,2005,9981,180,390,300,MS,CHAKAN,May-2005
1635,CHAKAN(MS),May,2006,19015,125,259,216,MS,CHAKAN,May-2006
1636,CHAKAN(MS),May,2007,4815,400,611,507,MS,CHAKAN,May-2007
1637,CHAKAN(MS),May,2010,3115,340,660,533,MS,CHAKAN,May-2010
1638,CHAKAN(MS),May,2011,2649,301,651,451,MS,CHAKAN,May-2011
1639,CHAKAN(MS),May,2012,700,250,550,425,MS,CHAKAN,May-2012
1640,CHAKAN(MS),June,1998,16790,256,699,619,MS,CHAKAN,June-1998
1641,CHAKAN(MS),June,1999,8600,214,499,397,MS,CHAKAN,June-1999
1642,CHAKAN(MS),June,2000,7550,48,240,178,MS,CHAKAN,June-2000
1643,CHAKAN(MS),June,2001,3750,171,347,293,MS,CHAKAN,June-2001
1644,CHAKAN(MS),June,2002,8860,104,281,234,MS,CHAKAN,June-2002
1645,CHAKAN(MS),June,2003,8590,306,556,448,MS,CHAKAN,June-2003
1646,CHAKAN(MS),June,2004,1440,190,482,400,MS,CHAKAN,June-2004
1647,CHAKAN(MS),June,2005,240,150,421,325,MS,CHAKAN,June-2005
1648,CHAKAN(MS),June,2007,5645,656,939,794,MS,CHAKAN,June-2007
1649,CHAKAN(MS),June,2010,3940,317,735,617,MS,CHAKAN,June-2010
1650,CHAKAN(MS),June,2011,3167,350,893,725,MS,CHAKAN,June-2011
1651,CHAKAN(MS),July,1998,17200,439,950,876,MS,CHAKAN,July-1998
1652,CHAKAN(MS),July,1999,13300,150,485,381,MS,CHAKAN,July-1999
1653,CHAKAN(MS),July,2000,14965,52,260,172,MS,CHAKAN,July-2000
1654,CHAKAN(MS),July,2001,3255,200,391,300,MS,CHAKAN,July-2001
1655,CHAKAN(MS),July,2002,5755,147,399,327,MS,CHAKAN,July-2002
1656,CHAKAN(MS),July,2003,13169,300,535,451,MS,CHAKAN,July-2003
1657,CHAKAN(MS),July,2004,565,200,450,363,MS,CHAKAN,July-2004
1658,CHAKAN(MS),July,2005,300,200,421,350,MS,CHAKAN,July-2005
1659,CHAKAN(MS),July,2007,285,800,1000,900,MS,CHAKAN,July-2007
1660,CHAKAN(MS),July,2008,1100,300,700,500,MS,CHAKAN,July-2008
1661,CHAKAN(MS),July,2012,1685,333,708,610,MS,CHAKAN,July-2012
1662,CHAKAN(MS),August,1998,8500,459,1603,1444,MS,CHAKAN,August-1998
1663,CHAKAN(MS),August,1999,11200,219,467,379,MS,CHAKAN,August-1999
1664,CHAKAN(MS),August,2000,12850,89,327,243,MS,CHAKAN,August-2000
1665,CHAKAN(MS),August,2001,8385,347,589,469,MS,CHAKAN,August-2001
1666,CHAKAN(MS),August,2002,9380,218,499,429,MS,CHAKAN,August-2002
1667,CHAKAN(MS),August,2003,18550,305,563,482,MS,CHAKAN,August-2003
1668,CHAKAN(MS),August,2004,1700,225,446,355,MS,CHAKAN,August-2004
1669,CHAKAN(MS),August,2005,930,375,1100,775,MS,CHAKAN,August-2005
1670,CHAKAN(MS),August,2006,980,150,401,300,MS,CHAKAN,August-2006
1671,CHAKAN(MS),August,2007,3795,933,1244,1111,MS,CHAKAN,August-2007
1672,CHAKAN(MS),August,2008,300,702,801,750,MS,CHAKAN,August-2008
1673,CHAKAN(MS),August,2011,1228,600,1250,925,MS,CHAKAN,August-2011
1674,CHAKAN(MS),August,2012,1845,375,790,650,MS,CHAKAN,August-2012
1675,CHAKAN(MS),August,2013,374,2000,4000,3000,MS,CHAKAN,August-2013
1676,CHAKAN(MS),September,1998,3350,1017,2042,1850,MS,CHAKAN,September-1998
1677,CHAKAN(MS),September,1999,9200,229,716,557,MS,CHAKAN,September-1999
1678,CHAKAN(MS),September,2000,14850,119,358,275,MS,CHAKAN,September-2000
1679,CHAKAN(MS),September,2001,7195,275,545,470,MS,CHAKAN,September-2001
1680,CHAKAN(MS),September,2002,6966,214,510,434,MS,CHAKAN,September-2002
1681,CHAKAN(MS),September,2003,6995,308,615,523,MS,CHAKAN,September-2003
1682,CHAKAN(MS),September,2004,2695,183,427,355,MS,CHAKAN,September-2004
1683,CHAKAN(MS),September,2005,360,300,1030,700,MS,CHAKAN,September-2005
1684,CHAKAN(MS),September,2006,7645,197,427,355,MS,CHAKAN,September-2006
1685,CHAKAN(MS),September,2007,3585,1056,1661,1383,MS,CHAKAN,September-2007
1686,CHAKAN(MS),September,2009,210,300,700,600,MS,CHAKAN,September-2009
1687,CHAKAN(MS),September,2011,776,675,1075,875,MS,CHAKAN,September-2011
1688,CHAKAN(MS),September,2012,185,351,625,525,MS,CHAKAN,September-2012
1689,CHAKAN(MS),October,1998,518,1050,2463,1725,MS,CHAKAN,October-1998
1690,CHAKAN(MS),October,1999,7625,200,640,449,MS,CHAKAN,October-1999
1691,CHAKAN(MS),October,2000,9550,193,491,354,MS,CHAKAN,October-2000
1692,CHAKAN(MS),October,2001,4920,293,576,482,MS,CHAKAN,October-2001
1693,CHAKAN(MS),October,2002,4875,267,621,504,MS,CHAKAN,October-2002
1694,CHAKAN(MS),October,2003,3820,353,943,756,MS,CHAKAN,October-2003
1695,CHAKAN(MS),October,2004,790,250,626,463,MS,CHAKAN,October-2004
1696,CHAKAN(MS),October,2005,1075,800,1767,1333,MS,CHAKAN,October-2005
1697,CHAKAN(MS),October,2006,1100,200,400,350,MS,CHAKAN,October-2006
1698,CHAKAN(MS),October,2007,3440,938,1619,1325,MS,CHAKAN,October-2007
1699,CHAKAN(MS),October,2009,4165,675,1525,1258,MS,CHAKAN,October-2009
1700,CHAKAN(MS),October,2012,2700,367,826,671,MS,CHAKAN,October-2012
1701,CHAKAN(MS),November,1998,740,500,1779,1133,MS,CHAKAN,November-1998
1702,CHAKAN(MS),November,1999,3780,189,639,411,MS,CHAKAN,November-1999
1703,CHAKAN(MS),November,2000,2925,348,794,544,MS,CHAKAN,November-2000
1704,CHAKAN(MS),November,2001,3350,408,1056,838,MS,CHAKAN,November-2001
1705,CHAKAN(MS),November,2002,3215,233,586,417,MS,CHAKAN,November-2002
1706,CHAKAN(MS),November,2003,1535,450,930,700,MS,CHAKAN,November-2003
1707,CHAKAN(MS),November,2004,425,275,575,425,MS,CHAKAN,November-2004
1708,CHAKAN(MS),November,2005,1075,500,1700,1100,MS,CHAKAN,November-2005
1709,CHAKAN(MS),November,2006,3090,200,680,485,MS,CHAKAN,November-2006
1710,CHAKAN(MS),November,2007,6520,450,1000,769,MS,CHAKAN,November-2007
1711,CHAKAN(MS),November,2008,500,450,1200,950,MS,CHAKAN,November-2008
1712,CHAKAN(MS),November,2009,2680,693,2036,1543,MS,CHAKAN,November-2009
1713,CHAKAN(MS),November,2012,1360,650,1450,1117,MS,CHAKAN,November-2012
1714,CHAKAN(MS),December,1998,2237,344,1385,925,MS,CHAKAN,December-1998
1715,CHAKAN(MS),December,1999,3970,145,431,309,MS,CHAKAN,December-1999
1716,CHAKAN(MS),December,2000,2335,308,716,471,MS,CHAKAN,December-2000
1717,CHAKAN(MS),December,2001,6370,211,567,376,MS,CHAKAN,December-2001
1718,CHAKAN(MS),December,2002,2780,169,386,294,MS,CHAKAN,December-2002
1719,CHAKAN(MS),December,2003,6900,363,796,650,MS,CHAKAN,December-2003
1720,CHAKAN(MS),December,2004,540,200,500,440,MS,CHAKAN,December-2004
1721,CHAKAN(MS),December,2005,575,625,1050,850,MS,CHAKAN,December-2005
1722,CHAKAN(MS),December,2006,655,300,1050,850,MS,CHAKAN,December-2006
1723,CHAKAN(MS),December,2007,4700,370,742,575,MS,CHAKAN,December-2007
1724,CHAKAN(MS),December,2009,13645,464,2046,1386,MS,CHAKAN,December-2009
1725,CHAKAN(MS),December,2010,679,625,4250,3000,MS,CHAKAN,December-2010
1726,CHAKAN(MS),December,2011,2450,450,700,588,MS,CHAKAN,December-2011
1727,CHAKAN(MS),December,2015,16790,890,1730,1390,MS,CHAKAN,December-2015
1728,CHALLAKERE(KNT),February,2015,350,2100,2250,2200,KNT,CHALLAKERE,February-2015
1729,CHANDIGARH,January,2016,4310,800,1200,1000,CH,CHANDIGARH,January-2016
1730,CHANDIGARH,February,2016,12315,643,1029,836,CH,CHANDIGARH,February-2016
1731,CHANDVAD(MS),January,2015,93673,250,1428,1206,MS,CHANDVAD,January-2015
1732,CHANDVAD(MS),January,2016,108619,461,1361,1094,MS,CHANDVAD,January-2016
1733,CHANDVAD(MS),February,2015,52803,280,1546,1365,MS,CHANDVAD,February-2015
1734,CHANDVAD(MS),February,2016,84709,439,941,742,MS,CHANDVAD,February-2016
1735,CHANDVAD(MS),March,2015,47236,233,1317,1022,MS,CHANDVAD,March-2015
