,market,month,year,quantity,priceMin,priceMax,priceMod,state,city,date
5501,LASALGAON(MS),June,1996,175308,229,413,367,MS,LASALGAON,June-1996
5502,LASALGAON(MS),June,1997,138178,64,237,195,MS,LASALGAON,June-1997
5503,LASALGAON(MS),June,1998,272471,158,703,583,MS,LASALGAON,June-1998
5504,LASALGAON(MS),June,1999,179780,186,554,443,MS,LASALGAON,June-1999
5505,LASALGAON(MS),June,2000,232644,33,327,177,MS,LASALGAON,June-2000
5506,LASALGAON(MS),June,2001,280932,96,348,308,MS,LASALGAON,June-2001
5507,LASALGAON(MS),June,2002,215520,54,350,297,MS,LASALGAON,June-2002
5508,LASALGAON(MS),June,2003,237440,204,490,448,MS,LASALGAON,June-2003
5509,LASALGAON(MS),June,2004,213767,131,456,381,MS,LASALGAON,June-2004
5510,LASALGAON(MS),June,2005,182565,63,411,274,MS,LASALGAON,June-2005
5511,LASALGAON(MS),June,2006,265321,120,410,331,MS,LASALGAON,June-2006
5512,LASALGAON(MS),June,2007,144160,435,870,768,MS,LASALGAON,June-2007
5513,LASALGAON(MS),June,2008,378525,210,464,376,MS,LASALGAON,June-2008
5514,LASALGAON(MS),June,2009,177015,238,816,660,MS,LASALGAON,June-2009
5515,LASALGAON(MS),June,2010,134595,210,788,599,MS,LASALGAON,June-2010
5516,LASALGAON(MS),June,2011,181725,228,841,725,MS,LASALGAON,June-2011
5517,LASALGAON(MS),June,2012,324365,152,614,475,MS,LASALGAON,June-2012
5518,LASALGAON(MS),June,2013,216030,806,1544,1385,MS,LASALGAON,June-2013
5519,LASALGAON(MS),June,2014,270205,453,1767,1367,MS,LASALGAON,June-2014
5520,LASALGAON(MS),June,2015,351605,733,1980,1554,MS,LASALGAON,June-2015
5521,LASALGAON(MS),July,1996,156282,229,406,368,MS,LASALGAON,July-1996
5522,LASALGAON(MS),July,1997,235057,37,225,168,MS,LASALGAON,July-1997
5523,LASALGAON(MS),July,1998,158223,263,932,844,MS,LASALGAON,July-1998
5524,LASALGAON(MS),July,1999,180555,188,483,429,MS,LASALGAON,July-1999
5525,LASALGAON(MS),July,2000,231626,59,302,204,MS,LASALGAON,July-2000
5526,LASALGAON(MS),July,2001,194034,174,389,359,MS,LASALGAON,July-2001
5527,LASALGAON(MS),July,2002,256294,85,397,358,MS,LASALGAON,July-2002
5528,LASALGAON(MS),July,2003,199729,252,502,459,MS,LASALGAON,July-2003
5529,LASALGAON(MS),July,2004,203020,194,433,366,MS,LASALGAON,July-2004
5530,LASALGAON(MS),July,2005,192020,112,581,344,MS,LASALGAON,July-2005
5531,LASALGAON(MS),July,2006,217182,133,406,309,MS,LASALGAON,July-2006
5532,LASALGAON(MS),July,2007,243280,683,914,856,MS,LASALGAON,July-2007
5533,LASALGAON(MS),July,2008,318417,534,785,703,MS,LASALGAON,July-2008
5534,LASALGAON(MS),July,2009,279840,243,695,610,MS,LASALGAON,July-2009
5535,LASALGAON(MS),July,2010,264372,198,803,651,MS,LASALGAON,July-2010
5536,LASALGAON(MS),July,2011,184347,314,918,843,MS,LASALGAON,July-2011
5537,LASALGAON(MS),July,2012,340655,157,657,534,MS,LASALGAON,July-2012
5538,LASALGAON(MS),July,2013,188508,1228,2217,2102,MS,LASALGAON,July-2013
5539,LASALGAON(MS),July,2014,233690,945,2310,1886,MS,LASALGAON,July-2014
5540,LASALGAON(MS),July,2015,231948,1209,2392,2118,MS,LASALGAON,July-2015
5541,LASALGAON(MS),August,1996,173892,164,388,340,MS,LASALGAON,August-1996
5542,LASALGAON(MS),August,1997,235143,43,257,210,MS,LASALGAON,August-1997
5543,LASALGAON(MS),August,1998,112556,332,1459,1343,MS,LASALGAON,August-1998
5544,LASALGAON(MS),August,1999,134955,177,427,397,MS,LASALGAON,August-1999
5545,LASALGAON(MS),August,2000,250288,65,342,278,MS,LASALGAON,August-2000
5546,LASALGAON(MS),August,2001,200958,181,602,532,MS,LASALGAON,August-2001
5547,LASALGAON(MS),August,2002,205068,126,487,442,MS,LASALGAON,August-2002
5548,LASALGAON(MS),August,2003,208150,273,562,507,MS,LASALGAON,August-2003
5549,LASALGAON(MS),August,2004,221511,243,449,389,MS,LASALGAON,August-2004
5550,LASALGAON(MS),August,2005,193688,250,751,639,MS,LASALGAON,August-2005
5551,LASALGAON(MS),August,2006,209481,126,446,346,MS,LASALGAON,August-2006
5552,LASALGAON(MS),August,2007,219996,838,1262,1179,MS,LASALGAON,August-2007
5553,LASALGAON(MS),August,2008,262570,578,890,776,MS,LASALGAON,August-2008
5554,LASALGAON(MS),August,2009,249515,233,754,656,MS,LASALGAON,August-2009
5555,LASALGAON(MS),August,2010,221141,202,977,859,MS,LASALGAON,August-2010
5556,LASALGAON(MS),August,2011,145980,373,1166,1084,MS,LASALGAON,August-2011
5557,LASALGAON(MS),August,2012,300643,167,756,593,MS,LASALGAON,August-2012
5558,LASALGAON(MS),August,2013,132903,1708,3965,3694,MS,LASALGAON,August-2013
5559,LASALGAON(MS),August,2014,228355,589,2005,1610,MS,LASALGAON,August-2014
5560,LASALGAON(MS),August,2015,61147,2343,4616,4124,MS,LASALGAON,August-2015
5561,LASALGAON(MS),September,1996,138648,145,363,317,MS,LASALGAON,September-1996
5562,LASALGAON(MS),September,1997,252960,35,318,241,MS,LASALGAON,September-1997
5563,LASALGAON(MS),September,1998,100767,386,2001,1908,MS,LASALGAON,September-1998
5564,LASALGAON(MS),September,1999,98877,206,659,619,MS,LASALGAON,September-1999
5565,LASALGAON(MS),September,2000,214857,62,380,303,MS,LASALGAON,September-2000
5566,LASALGAON(MS),September,2001,211026,126,588,497,MS,LASALGAON,September-2001
5567,LASALGAON(MS),September,2002,169212,94,507,436,MS,LASALGAON,September-2002
5568,LASALGAON(MS),September,2003,187333,241,614,537,MS,LASALGAON,September-2003
5569,LASALGAON(MS),September,2004,177640,244,473,400,MS,LASALGAON,September-2004
5570,LASALGAON(MS),September,2005,159196,317,1071,920,MS,LASALGAON,September-2005
5571,LASALGAON(MS),September,2006,246130,126,528,358,MS,LASALGAON,September-2006
5572,LASALGAON(MS),September,2007,174015,861,1580,1475,MS,LASALGAON,September-2007
5573,LASALGAON(MS),September,2008,213235,421,786,643,MS,LASALGAON,September-2008
5574,LASALGAON(MS),September,2009,258355,227,785,666,MS,LASALGAON,September-2009
5575,LASALGAON(MS),September,2010,187605,234,1520,1353,MS,LASALGAON,September-2010
5576,LASALGAON(MS),September,2011,123625,347,1206,1056,MS,LASALGAON,September-2011
5577,LASALGAON(MS),September,2012,207828,149,716,490,MS,LASALGAON,September-2012
5578,LASALGAON(MS),September,2013,75145,2056,4930,4593,MS,LASALGAON,September-2013
5579,LASALGAON(MS),September,2014,285620,326,1940,1340,MS,LASALGAON,September-2014
5580,LASALGAON(MS),September,2015,34925,2405,4573,4130,MS,LASALGAON,September-2015
5581,LASALGAON(MS),October,1996,149113,160,560,492,MS,LASALGAON,October-1996
5582,LASALGAON(MS),October,1997,208213,45,412,331,MS,LASALGAON,October-1997
5583,LASALGAON(MS),October,1998,40024,500,2954,2632,MS,LASALGAON,October-1998
5584,LASALGAON(MS),October,1999,94707,202,664,611,MS,LASALGAON,October-1999
5585,LASALGAON(MS),October,2000,181765,109,552,440,MS,LASALGAON,October-2000
5586,LASALGAON(MS),October,2001,229926,113,619,547,MS,LASALGAON,October-2001
5587,LASALGAON(MS),October,2002,130732,153,686,577,MS,LASALGAON,October-2002
5588,LASALGAON(MS),October,2003,108321,388,929,748,MS,LASALGAON,October-2003
5589,LASALGAON(MS),October,2004,156268,235,631,502,MS,LASALGAON,October-2004
5590,LASALGAON(MS),October,2005,73833,568,1326,1175,MS,LASALGAON,October-2005
5591,LASALGAON(MS),October,2006,170520,135,602,419,MS,LASALGAON,October-2006
5592,LASALGAON(MS),October,2007,101965,722,1486,1358,MS,LASALGAON,October-2007
5593,LASALGAON(MS),October,2008,247350,373,856,612,MS,LASALGAON,October-2008
5594,LASALGAON(MS),October,2009,290545,575,1568,1368,MS,LASALGAON,October-2009
5595,LASALGAON(MS),October,2010,136230,352,1639,1393,MS,LASALGAON,October-2010
5596,LASALGAON(MS),October,2011,161650,445,1047,844,MS,LASALGAON,October-2011
5597,LASALGAON(MS),October,2012,321063,245,1011,802,MS,LASALGAON,October-2012
5598,LASALGAON(MS),October,2013,42100,1770,5040,4197,MS,LASALGAON,October-2013
5599,LASALGAON(MS),October,2014,156115,500,1790,1422,MS,LASALGAON,October-2014
5600,LASALGAON(MS),October,2015,30532,1581,3614,3248,MS,LASALGAON,October-2015
5601,LASALGAON(MS),November,1996,96295,138,498,376,MS,LASALGAON,November-1996
5602,LASALGAON(MS),November,1997,145358,117,852,711,MS,LASALGAON,November-1997
5603,LASALGAON(MS),November,1998,49798,245,2080,1689,MS,LASALGAON,November-1998
5604,LASALGAON(MS),November,1999,136140,157,537,439,MS,LASALGAON,November-1999
5605,LASALGAON(MS),November,2000,179130,183,756,601,MS,LASALGAON,November-2000
5606,LASALGAON(MS),November,2001,131803,185,889,745,MS,LASALGAON,November-2001
5607,LASALGAON(MS),November,2002,164663,159,487,389,MS,LASALGAON,November-2002
5608,LASALGAON(MS),November,2003,230372,312,740,597,MS,LASALGAON,November-2003
5609,LASALGAON(MS),November,2004,133382,147,550,386,MS,LASALGAON,November-2004
5610,LASALGAON(MS),November,2005,37705,710,1263,1134,MS,LASALGAON,November-2005
5611,LASALGAON(MS),November,2006,193125,121,823,600,MS,LASALGAON,November-2006
5612,LASALGAON(MS),November,2007,138732,554,867,724,MS,LASALGAON,November-2007
5613,LASALGAON(MS),November,2008,206577,581,1107,917,MS,LASALGAON,November-2008
5614,LASALGAON(MS),November,2009,172545,599,1951,1417,MS,LASALGAON,November-2009
5615,LASALGAON(MS),November,2010,186705,240,2813,1452,MS,LASALGAON,November-2010
5616,LASALGAON(MS),November,2011,164585,445,1149,763,MS,LASALGAON,November-2011
5617,LASALGAON(MS),November,2012,256677,327,1357,1049,MS,LASALGAON,November-2012
5618,LASALGAON(MS),November,2013,175083,1311,3737,2983,MS,LASALGAON,November-2013
5619,LASALGAON(MS),November,2014,70545,740,1646,1432,MS,LASALGAON,November-2014
5620,LASALGAON(MS),November,2015,178713,1565,2968,2134,MS,LASALGAON,November-2015
5621,LASALGAON(MS),December,1996,240615,138,451,385,MS,LASALGAON,December-1996
5622,LASALGAON(MS),December,1997,106968,118,1144,837,MS,LASALGAON,December-1997
5623,LASALGAON(MS),December,1998,153905,442,1152,1069,MS,LASALGAON,December-1998
5624,LASALGAON(MS),December,1999,286748,153,350,306,MS,LASALGAON,December-1999
5625,LASALGAON(MS),December,2000,336645,302,580,512,MS,LASALGAON,December-2000
5626,LASALGAON(MS),December,2001,257505,140,477,413,MS,LASALGAON,December-2001
5627,LASALGAON(MS),December,2002,418649,94,316,244,MS,LASALGAON,December-2002
5628,LASALGAON(MS),December,2003,381268,361,774,679,MS,LASALGAON,December-2003
5629,LASALGAON(MS),December,2004,332186,110,426,319,MS,LASALGAON,December-2004
5630,LASALGAON(MS),December,2005,265712,412,636,548,MS,LASALGAON,December-2005
5631,LASALGAON(MS),December,2006,368625,399,897,700,MS,LASALGAON,December-2006
5632,LASALGAON(MS),December,2007,425447,372,618,458,MS,LASALGAON,December-2007
5633,LASALGAON(MS),December,2008,412130,790,1258,1079,MS,LASALGAON,December-2008
5634,LASALGAON(MS),December,2009,240935,472,2013,1263,MS,LASALGAON,December-2009
5635,LASALGAON(MS),December,2010,185620,284,3749,2011,MS,LASALGAON,December-2010
5636,LASALGAON(MS),December,2011,213720,223,803,575,MS,LASALGAON,December-2011
5637,LASALGAON(MS),December,2012,498275,586,1390,1207,MS,LASALGAON,December-2012
5638,LASALGAON(MS),December,2013,343533,955,1690,1335,MS,LASALGAON,December-2013
5639,LASALGAON(MS),December,2014,246504,884,1705,1514,MS,LASALGAON,December-2014
5640,LASALGAON(MS),December,2015,438498,923,1690,1280,MS,LASALGAON,December-2015
5641,LONAND(MS),January,1998,9800,910,1640,1340,MS,LONAND,January-1998
5642,LONAND(MS),January,1999,12000,333,617,502,MS,LONAND,January-1999
5643,LONAND(MS),January,2000,25243,137,293,243,MS,LONAND,January-2000
5644,LONAND(MS),January,2001,22420,294,570,456,MS,LONAND,January-2001
5645,LONAND(MS),January,2002,59985,100,333,238,MS,LONAND,January-2002
5646,LONAND(MS),January,2004,28500,578,902,799,MS,LONAND,January-2004
5647,LONAND(MS),January,2005,12750,168,445,336,MS,LONAND,January-2005
5648,LONAND(MS),January,2006,45400,169,344,273,MS,LONAND,January-2006
5649,LONAND(MS),January,2007,13032,379,1171,829,MS,LONAND,January-2007
5650,LONAND(MS),January,2008,56549,157,415,315,MS,LONAND,January-2008
5651,LONAND(MS),January,2009,28819,528,1646,1297,MS,LONAND,January-2009
5652,LONAND(MS),January,2010,16100,413,1520,1131,MS,LONAND,January-2010
5653,LONAND(MS),January,2011,5900,983,3337,2492,MS,LONAND,January-2011
5654,LONAND(MS),January,2012,19300,213,526,446,MS,LONAND,January-2012
5655,LONAND(MS),January,2013,18950,871,1610,1357,MS,LONAND,January-2013
5656,LONAND(MS),January,2014,43262,522,1079,900,MS,LONAND,January-2014
5657,LONAND(MS),January,2015,12401,557,1375,1050,MS,LONAND,January-2015
5658,LONAND(MS),January,2016,21261,650,1600,1200,MS,LONAND,January-2016
5659,LONAND(MS),February,1998,16250,438,1053,731,MS,LONAND,February-1998
5660,LONAND(MS),February,1999,25500,144,284,243,MS,LONAND,February-1999
5661,LONAND(MS),February,2000,43280,175,342,254,MS,LONAND,February-2000
5662,LONAND(MS),February,2001,11922,290,350,308,MS,LONAND,February-2001
5663,LONAND(MS),February,2002,13500,175,255,225,MS,LONAND,February-2002
5664,LONAND(MS),February,2003,7569,50,240,165,MS,LONAND,February-2003
5665,LONAND(MS),February,2004,31950,464,732,652,MS,LONAND,February-2004
5666,LONAND(MS),February,2005,31200,112,362,299,MS,LONAND,February-2005
5667,LONAND(MS),February,2006,8400,117,254,197,MS,LONAND,February-2006
5668,LONAND(MS),February,2007,38453,381,1034,819,MS,LONAND,February-2007
5669,LONAND(MS),February,2008,56990,110,362,293,MS,LONAND,February-2008
5670,LONAND(MS),February,2009,49000,478,1191,1056,MS,LONAND,February-2009
5671,LONAND(MS),February,2010,37800,400,1136,950,MS,LONAND,February-2010
5672,LONAND(MS),February,2011,15000,500,954,800,MS,LONAND,February-2011
5673,LONAND(MS),February,2012,35000,238,445,388,MS,LONAND,February-2012
5674,LONAND(MS),February,2013,33100,971,1510,1304,MS,LONAND,February-2013
5675,LONAND(MS),February,2014,64032,325,768,619,MS,LONAND,February-2014
5676,LONAND(MS),February,2015,18263,675,1722,1363,MS,LONAND,February-2015
5677,LONAND(MS),February,2016,55741,429,1049,839,MS,LONAND,February-2016
5678,LONAND(MS),March,1998,75000,293,397,355,MS,LONAND,March-1998
5679,LONAND(MS),March,1999,23000,217,292,260,MS,LONAND,March-1999
5680,LONAND(MS),March,2000,18664,110,242,198,MS,LONAND,March-2000
5681,LONAND(MS),March,2001,58030,141,329,261,MS,LONAND,March-2001
5682,LONAND(MS),March,2002,35000,50,186,138,MS,LONAND,March-2002
5683,LONAND(MS),March,2003,33746,115,266,221,MS,LONAND,March-2003
5684,LONAND(MS),March,2004,28700,200,431,369,MS,LONAND,March-2004
5685,LONAND(MS),March,2005,39125,89,307,259,MS,LONAND,March-2005
5686,LONAND(MS),March,2006,21600,126,242,213,MS,LONAND,March-2006
5687,LONAND(MS),March,2007,28733,286,669,513,MS,LONAND,March-2007
5688,LONAND(MS),March,2008,90602,132,353,285,MS,LONAND,March-2008
5689,LONAND(MS),March,2009,55136,346,778,692,MS,LONAND,March-2009
5690,LONAND(MS),March,2010,57300,250,721,627,MS,LONAND,March-2010
5691,LONAND(MS),March,2011,40750,381,591,538,MS,LONAND,March-2011
5692,LONAND(MS),March,2012,61000,225,465,410,MS,LONAND,March-2012
5693,LONAND(MS),March,2013,36750,793,1105,989,MS,LONAND,March-2013
5694,LONAND(MS),March,2014,71764,400,876,725,MS,LONAND,March-2014
5695,LONAND(MS),March,2015,24889,620,1355,1140,MS,LONAND,March-2015
5696,LONAND(MS),April,1998,25000,255,290,265,MS,LONAND,April-1998
5697,LONAND(MS),April,1999,46100,232,381,330,MS,LONAND,April-1999
5698,LONAND(MS),April,2000,15982,41,183,130,MS,LONAND,April-2000
5699,LONAND(MS),April,2001,29000,150,280,226,MS,LONAND,April-2001
5700,LONAND(MS),April,2002,51000,104,206,164,MS,LONAND,April-2002
5701,LONAND(MS),April,2003,22000,156,340,272,MS,LONAND,April-2003
5702,LONAND(MS),April,2004,10450,150,395,333,MS,LONAND,April-2004
5703,LONAND(MS),April,2005,28400,119,292,235,MS,LONAND,April-2005
5704,LONAND(MS),April,2006,15600,105,233,187,MS,LONAND,April-2006
5705,LONAND(MS),April,2007,18170,200,556,409,MS,LONAND,April-2007
5706,LONAND(MS),April,2008,18546,88,294,247,MS,LONAND,April-2008
5707,LONAND(MS),April,2009,33610,232,548,489,MS,LONAND,April-2009
5708,LONAND(MS),April,2010,16500,260,576,455,MS,LONAND,April-2010
5709,LONAND(MS),April,2011,28450,300,602,535,MS,LONAND,April-2011
5710,LONAND(MS),April,2012,25000,250,475,418,MS,LONAND,April-2012
5711,LONAND(MS),April,2013,27700,679,1034,925,MS,LONAND,April-2013
5712,LONAND(MS),April,2014,16354,425,971,788,MS,LONAND,April-2014
5713,LONAND(MS),April,2015,4883,633,1421,1133,MS,LONAND,April-2015
5714,LONAND(MS),May,1998,5000,325,406,375,MS,LONAND,May-1998
5715,LONAND(MS),May,1999,11032,250,521,433,MS,LONAND,May-1999
5716,LONAND(MS),May,2000,6750,35,205,143,MS,LONAND,May-2000
5717,LONAND(MS),May,2001,10650,73,250,192,MS,LONAND,May-2001
5718,LONAND(MS),May,2002,16730,86,219,165,MS,LONAND,May-2002
5719,LONAND(MS),May,2003,27523,143,354,262,MS,LONAND,May-2003
5720,LONAND(MS),May,2004,2250,205,394,307,MS,LONAND,May-2004
5721,LONAND(MS),May,2005,950,100,284,235,MS,LONAND,May-2005
5722,LONAND(MS),May,2006,6800,80,203,163,MS,LONAND,May-2006
5723,LONAND(MS),May,2007,2466,296,626,506,MS,LONAND,May-2007
5724,LONAND(MS),May,2008,683,100,305,225,MS,LONAND,May-2008
5725,LONAND(MS),May,2009,3810,259,559,493,MS,LONAND,May-2009
5726,LONAND(MS),May,2010,3820,250,656,463,MS,LONAND,May-2010
5727,LONAND(MS),May,2011,4350,271,636,514,MS,LONAND,May-2011
5728,LONAND(MS),May,2012,500,150,430,375,MS,LONAND,May-2012
5729,LONAND(MS),May,2013,1750,633,1246,1100,MS,LONAND,May-2013
5730,LONAND(MS),May,2014,10009,429,1277,1007,MS,LONAND,May-2014
5731,LONAND(MS),May,2015,2638,680,1684,1380,MS,LONAND,May-2015
5732,LONAND(MS),June,1998,860,483,607,547,MS,LONAND,June-1998
5733,LONAND(MS),June,1999,2700,320,505,430,MS,LONAND,June-1999
5734,LONAND(MS),June,2000,3050,84,213,162,MS,LONAND,June-2000
5735,LONAND(MS),June,2001,1700,100,335,220,MS,LONAND,June-2001
5736,LONAND(MS),June,2002,4800,125,331,270,MS,LONAND,June-2002
5737,LONAND(MS),June,2003,1700,233,490,396,MS,LONAND,June-2003
5738,LONAND(MS),June,2004,440,250,416,325,MS,LONAND,June-2004
5739,LONAND(MS),June,2005,250,150,301,260,MS,LONAND,June-2005
5740,LONAND(MS),June,2006,1700,125,325,275,MS,LONAND,June-2006
5741,LONAND(MS),June,2007,539,426,915,788,MS,LONAND,June-2007
5742,LONAND(MS),June,2008,379,200,451,338,MS,LONAND,June-2008
5743,LONAND(MS),June,2009,508,425,815,708,MS,LONAND,June-2009
5744,LONAND(MS),June,2010,2913,280,704,585,MS,LONAND,June-2010
5745,LONAND(MS),June,2011,1410,336,819,625,MS,LONAND,June-2011
5746,LONAND(MS),June,2012,425,267,606,520,MS,LONAND,June-2012
5747,LONAND(MS),June,2013,780,929,1680,1508,MS,LONAND,June-2013
5748,LONAND(MS),June,2014,2350,600,1784,1490,MS,LONAND,June-2014
5749,LONAND(MS),June,2015,313,800,2101,1775,MS,LONAND,June-2015
5750,LONAND(MS),July,1998,425,680,870,775,MS,LONAND,July-1998
5751,LONAND(MS),July,1999,559,200,461,404,MS,LONAND,July-1999
5752,LONAND(MS),July,2000,2100,58,235,178,MS,LONAND,July-2000
5753,LONAND(MS),July,2001,1450,183,389,280,MS,LONAND,July-2001
5754,LONAND(MS),July,2002,3000,108,363,287,MS,LONAND,July-2002
5755,LONAND(MS),July,2003,189,313,459,406,MS,LONAND,July-2003
5756,LONAND(MS),July,2004,599,188,403,319,MS,LONAND,July-2004
5757,LONAND(MS),July,2005,32,250,431,400,MS,LONAND,July-2005
5758,LONAND(MS),July,2007,30,600,951,825,MS,LONAND,July-2007
5759,LONAND(MS),July,2009,372,275,777,638,MS,LONAND,July-2009
5760,LONAND(MS),July,2010,3150,350,805,588,MS,LONAND,July-2010
5761,LONAND(MS),July,2011,565,400,882,683,MS,LONAND,July-2011
5762,LONAND(MS),July,2012,475,338,626,547,MS,LONAND,July-2012
5763,LONAND(MS),July,2013,300,1133,2333,1933,MS,LONAND,July-2013
5764,LONAND(MS),July,2014,646,867,2275,1767,MS,LONAND,July-2014
5765,LONAND(MS),July,2015,258,900,1850,1650,MS,LONAND,July-2015
5766,LONAND(MS),August,1998,650,667,1250,1083,MS,LONAND,August-1998
5767,LONAND(MS),August,1999,2717,260,477,380,MS,LONAND,August-1999
5768,LONAND(MS),August,2000,1625,95,218,165,MS,LONAND,August-2000
5769,LONAND(MS),August,2001,1727,270,593,450,MS,LONAND,August-2001
5770,LONAND(MS),August,2002,2086,200,461,410,MS,LONAND,August-2002
5771,LONAND(MS),August,2003,260,425,601,500,MS,LONAND,August-2003
5772,LONAND(MS),August,2004,3345,154,389,279,MS,LONAND,August-2004
5773,LONAND(MS),August,2006,300,100,400,275,MS,LONAND,August-2006
5774,LONAND(MS),August,2007,498,963,1344,1113,MS,LONAND,August-2007
5775,LONAND(MS),August,2009,433,300,651,550,MS,LONAND,August-2009
5776,LONAND(MS),August,2010,597,313,895,703,MS,LONAND,August-2010
5777,LONAND(MS),August,2011,300,575,1326,1088,MS,LONAND,August-2011
5778,LONAND(MS),August,2012,225,375,675,583,MS,LONAND,August-2012
5779,LONAND(MS),August,2013,148,1033,3292,2400,MS,LONAND,August-2013
5780,LONAND(MS),August,2014,535,750,1850,1550,MS,LONAND,August-2014
5781,LONAND(MS),August,2015,128,2700,4100,3600,MS,LONAND,August-2015
5782,LONAND(MS),September,1998,1350,1267,1583,1400,MS,LONAND,September-1998
5783,LONAND(MS),September,1999,36941,463,673,597,MS,LONAND,September-1999
5784,LONAND(MS),September,2000,7550,163,426,353,MS,LONAND,September-2000
5785,LONAND(MS),September,2001,8150,358,674,513,MS,LONAND,September-2001
5786,LONAND(MS),September,2002,6000,419,607,520,MS,LONAND,September-2002
5787,LONAND(MS),September,2003,12050,444,689,592,MS,LONAND,September-2003
5788,LONAND(MS),September,2004,12350,203,544,409,MS,LONAND,September-2004
5789,LONAND(MS),September,2005,1730,307,822,564,MS,LONAND,September-2005
5790,LONAND(MS),September,2006,792,113,341,243,MS,LONAND,September-2006
5791,LONAND(MS),September,2007,5415,656,1414,1038,MS,LONAND,September-2007
5792,LONAND(MS),September,2008,291,250,725,500,MS,LONAND,September-2008
5793,LONAND(MS),September,2009,5102,319,714,563,MS,LONAND,September-2009
5794,LONAND(MS),September,2010,681,726,1351,1159,MS,LONAND,September-2010
5795,LONAND(MS),September,2011,1995,679,1274,1071,MS,LONAND,September-2011
5796,LONAND(MS),September,2012,300,393,678,578,MS,LONAND,September-2012
5797,LONAND(MS),September,2013,1858,2000,3938,3075,MS,LONAND,September-2013
5798,LONAND(MS),September,2014,3150,700,1683,1417,MS,LONAND,September-2014
5799,LONAND(MS),September,2015,3078,2700,4560,4000,MS,LONAND,September-2015
5800,LONAND(MS),October,1998,2250,1400,2533,1833,MS,LONAND,October-1998
5801,LONAND(MS),October,1999,36925,250,546,444,MS,LONAND,October-1999
5802,LONAND(MS),October,2000,34050,278,431,378,MS,LONAND,October-2000
5803,LONAND(MS),October,2002,34056,367,691,542,MS,LONAND,October-2002
5804,LONAND(MS),October,2003,24200,556,901,714,MS,LONAND,October-2003
5805,LONAND(MS),October,2004,36300,189,526,384,MS,LONAND,October-2004
5806,LONAND(MS),October,2005,2461,490,1241,915,MS,LONAND,October-2005
5807,LONAND(MS),October,2006,2015,144,361,290,MS,LONAND,October-2006
5808,LONAND(MS),October,2007,23010,672,1388,1094,MS,LONAND,October-2007
5809,LONAND(MS),October,2008,1850,200,650,425,MS,LONAND,October-2008
5810,LONAND(MS),October,2009,23813,497,1414,1056,MS,LONAND,October-2009
5811,LONAND(MS),October,2010,6835,625,1305,1025,MS,LONAND,October-2010
5812,LONAND(MS),October,2011,5670,489,1078,897,MS,LONAND,October-2011
5813,LONAND(MS),October,2012,530,517,925,783,MS,LONAND,October-2012
5814,LONAND(MS),October,2013,8290,1583,4567,3533,MS,LONAND,October-2013
5815,LONAND(MS),October,2014,9511,683,1817,1408,MS,LONAND,October-2014
5816,LONAND(MS),October,2015,26000,1188,3169,2475,MS,LONAND,October-2015
5817,LONAND(MS),November,1998,10500,1275,1988,1638,MS,LONAND,November-1998
5818,LONAND(MS),November,1999,45000,253,525,431,MS,LONAND,November-1999
5819,LONAND(MS),November,2000,23319,325,685,544,MS,LONAND,November-2000
5820,LONAND(MS),November,2002,33992,225,548,427,MS,LONAND,November-2002
5821,LONAND(MS),November,2003,12433,350,707,550,MS,LONAND,November-2003
5822,LONAND(MS),November,2004,28000,154,446,343,MS,LONAND,November-2004
5823,LONAND(MS),November,2005,7960,471,1238,904,MS,LONAND,November-2005
5824,LONAND(MS),November,2006,12382,181,560,350,MS,LONAND,November-2006
5825,LONAND(MS),November,2007,31251,381,952,730,MS,LONAND,November-2007
5826,LONAND(MS),November,2008,6050,500,1030,800,MS,LONAND,November-2008
5827,LONAND(MS),November,2009,22250,558,1675,1254,MS,LONAND,November-2009
5828,LONAND(MS),November,2010,11220,600,1678,1331,MS,LONAND,November-2010
5829,LONAND(MS),November,2011,7200,592,1125,935,MS,LONAND,November-2011
5830,LONAND(MS),November,2012,1720,700,1363,1113,MS,LONAND,November-2012
5831,LONAND(MS),November,2013,9593,1100,3442,2433,MS,LONAND,November-2013
5832,LONAND(MS),November,2014,9006,767,1616,1325,MS,LONAND,November-2014
5833,LONAND(MS),November,2015,17907,871,2628,2107,MS,LONAND,November-2015
5834,LONAND(MS),December,1998,12000,925,1375,1200,MS,LONAND,December-1998
5835,LONAND(MS),December,1999,29000,168,331,265,MS,LONAND,December-1999
5836,LONAND(MS),December,2000,26516,329,633,511,MS,LONAND,December-2000
5837,LONAND(MS),December,2001,15850,350,528,455,MS,LONAND,December-2001
5838,LONAND(MS),December,2002,24488,100,395,265,MS,LONAND,December-2002
5839,LONAND(MS),December,2003,18300,365,755,605,MS,LONAND,December-2003
5840,LONAND(MS),December,2004,23250,175,419,332,MS,LONAND,December-2004
5841,LONAND(MS),December,2005,26000,300,538,413,MS,LONAND,December-2005
5842,LONAND(MS),December,2006,13072,194,874,473,MS,LONAND,December-2006
5843,LONAND(MS),December,2007,21035,244,672,488,MS,LONAND,December-2007
5844,LONAND(MS),December,2008,29526,525,1338,984,MS,LONAND,December-2008
5845,LONAND(MS),December,2009,13535,617,1899,1356,MS,LONAND,December-2009
5846,LONAND(MS),December,2010,4450,1420,3705,2820,MS,LONAND,December-2010
5847,LONAND(MS),December,2011,9550,425,670,542,MS,LONAND,December-2011
